"id","Encoding_Group","Block","Direction","Response.RT","Scored","experiment"
"M20340668_JAG","JOL","Study1","F",2271,100,"Ex2A"
"M203425855","JOL","Study1","F",3096,100,"Ex2A"
"M20346478","JOL","Study1","F",2409,100,"Ex2A"
"M20346505_PC","JOL","Study1","F",7393,100,"Ex2A"
"M20348221MH","JOL","Study1","F",3060,100,"Ex2A"
"M20350230JMY","JOL","Study1","F",1515,100,"Ex2A"
"M20293288GM","JOL","Study1","U",3264,0,"Ex2A"
"M20301852CE","JOL","Study1","U",2120,0,"Ex2A"
"M20324226_AG","JOL","Study1","U",4482,0,"Ex2A"
"M20338519CB","JOL","Study1","U",2856,100,"Ex2A"
"M20338998SM","JOL","Study1","U",32974,0,"Ex2A"
"M20339166AP","JOL","Study1","U",7445,0,"Ex2A"
"M20340668_JAG","JOL","Study1","U",3153,0,"Ex2A"
"M203425855","JOL","Study1","U",4941,100,"Ex2A"
"M20346478","JOL","Study1","U",4848,0,"Ex2A"
"M20346505_PC","JOL","Study1","U",4583,0,"Ex2A"
"M20348221MH","JOL","Study1","U",2513,0,"Ex2A"
"M20350230JMY","JOL","Study1","U",2649,0,"Ex2A"
"M20293288GM","JOL","Study1","M",3890,0,"Ex2A"
"M20301852CE","JOL","Study1","M",2940,0,"Ex2A"
"M20324226_AG","JOL","Study1","M",4611,0,"Ex2A"
"M20338519CB","JOL","Study1","M",3041,0,"Ex2A"
"M20338998SM","JOL","Study1","M",6617,0,"Ex2A"
"M20339166AP","JOL","Study1","M",16875,100,"Ex2A"
"M20340668_JAG","JOL","Study1","M",4020,0,"Ex2A"
"M203425855","JOL","Study1","M",4582,0,"Ex2A"
"M20346478","JOL","Study1","M",6318,100,"Ex2A"
"M20346505_PC","JOL","Study1","M",2702,0,"Ex2A"
"M20348221MH","JOL","Study1","M",4298,0,"Ex2A"
"M20350230JMY","JOL","Study1","M",4723,100,"Ex2A"
"M20293288GM","JOL","Study1","U",2161,0,"Ex2A"
"M20301852CE","JOL","Study1","U",6055,0,"Ex2A"
"M20324226_AG","JOL","Study1","U",2966,0,"Ex2A"
"M20338519CB","JOL","Study1","U",2275,0,"Ex2A"
"M20338998SM","JOL","Study1","U",18598,0,"Ex2A"
"M20339166AP","JOL","Study1","U",17579,0,"Ex2A"
"M20340668_JAG","JOL","Study1","U",7711,100,"Ex2A"
"M203425855","JOL","Study1","U",4237,0,"Ex2A"
"M20346478","JOL","Study1","U",3043,0,"Ex2A"
"M20346505_PC","JOL","Study1","U",4364,0,"Ex2A"
"M20348221MH","JOL","Study1","U",4185,0,"Ex2A"
"M20350230JMY","JOL","Study1","U",3749,0,"Ex2A"
"M20293288GM","JOL","Study1","F",1882,0,"Ex2A"
"M20301852CE","JOL","Study1","F",3129,100,"Ex2A"
"M20324226_AG","JOL","Study1","F",5016,100,"Ex2A"
"M20338519CB","JOL","Study1","F",4548,0,"Ex2A"
"M20338998SM","JOL","Study1","F",6773,100,"Ex2A"
"M20339166AP","JOL","Study1","F",5806,100,"Ex2A"
"M20340668_JAG","JOL","Study1","F",3569,0,"Ex2A"
"M203425855","JOL","Study1","F",3020,100,"Ex2A"
"M20346478","JOL","Study1","F",3433,0,"Ex2A"
"M20346505_PC","JOL","Study1","F",3642,0,"Ex2A"
"M20348221MH","JOL","Study1","F",3008,100,"Ex2A"
"M20350230JMY","JOL","Study1","F",4818,100,"Ex2A"
"M20293288GM","JOL","Study1","U",2059,0,"Ex2A"
"M20301852CE","JOL","Study1","U",7311,0,"Ex2A"
"M20324226_AG","JOL","Study1","U",3132,0,"Ex2A"
"M20338519CB","JOL","Study1","U",3508,0,"Ex2A"
"M20338998SM","JOL","Study1","U",6439,100,"Ex2A"
"M20339166AP","JOL","Study1","U",9051,100,"Ex2A"
"M20340668_JAG","JOL","Study1","U",5097,0,"Ex2A"
"M203425855","JOL","Study1","U",4498,0,"Ex2A"
"M20346478","JOL","Study1","U",6140,100,"Ex2A"
"M20346505_PC","JOL","Study1","U",4363,0,"Ex2A"
"M20348221MH","JOL","Study1","U",3739,0,"Ex2A"
"M20350230JMY","JOL","Study1","U",5015,0,"Ex2A"
"M20293288GM","JOL","Study1","U",2892,0,"Ex2A"
"M20301852CE","JOL","Study1","U",2479,0,"Ex2A"
"M20324226_AG","JOL","Study1","U",46994,0,"Ex2A"
"M20338519CB","JOL","Study1","U",4965,0,"Ex2A"
"M20338998SM","JOL","Study1","U",16138,100,"Ex2A"
"M20339166AP","JOL","Study1","U",7351,0,"Ex2A"
"M20340668_JAG","JOL","Study1","U",6759,0,"Ex2A"
"M203425855","JOL","Study1","U",5585,0,"Ex2A"
"M20346478","JOL","Study1","U",3841,0,"Ex2A"
"M20346505_PC","JOL","Study1","U",1989,100,"Ex2A"
"M20348221MH","JOL","Study1","U",6709,0,"Ex2A"
"M20350230JMY","JOL","Study1","U",4163,0,"Ex2A"
"M20293288GM","JOL","Study1","U",3191,0,"Ex2A"
"M20301852CE","JOL","Study1","U",11014,100,"Ex2A"
"M20324226_AG","JOL","Study1","U",4192,100,"Ex2A"
"M20338519CB","JOL","Study1","U",5340,0,"Ex2A"
"M20338998SM","JOL","Study1","U",6270,100,"Ex2A"
"M20339166AP","JOL","Study1","U",13773,0,"Ex2A"
"M20340668_JAG","JOL","Study1","U",6428,0,"Ex2A"
"M203425855","JOL","Study1","U",5392,0,"Ex2A"
"M20346478","JOL","Study1","U",7823,100,"Ex2A"
"M20346505_PC","JOL","Study1","U",1907,100,"Ex2A"
"M20348221MH","JOL","Study1","U",3297,0,"Ex2A"
"M20350230JMY","JOL","Study1","U",3650,0,"Ex2A"
"M20293288GM","JOL","Study1","F",3462,0,"Ex2A"
"M20293288GM","JOL","Study1","F",6874,100,"Ex2A"
"M20301852CE","JOL","Study1","F",5598,100,"Ex2A"
"M20301852CE","JOL","Study1","F",4382,100,"Ex2A"
"M20324226_AG","JOL","Study1","F",4637,100,"Ex2A"
"M20324226_AG","JOL","Study1","F",5431,100,"Ex2A"
"M20338519CB","JOL","Study1","F",3834,100,"Ex2A"
"M20338519CB","JOL","Study1","F",6623,100,"Ex2A"
"M20338998SM","JOL","Study1","F",5402,100,"Ex2A"
"M20338998SM","JOL","Study1","F",8301,100,"Ex2A"
"M20339166AP","JOL","Study1","F",6418,100,"Ex2A"
"M20339166AP","JOL","Study1","F",5387,100,"Ex2A"
"M20340668_JAG","JOL","Study1","F",4880,100,"Ex2A"
"M20340668_JAG","JOL","Study1","F",5790,100,"Ex2A"
"M203425855","JOL","Study1","F",5943,100,"Ex2A"
"M203425855","JOL","Study1","F",6387,100,"Ex2A"
"M20346478","JOL","Study1","F",9063,100,"Ex2A"
"M20346478","JOL","Study1","F",5284,100,"Ex2A"
"M20346505_PC","JOL","Study1","F",7047,100,"Ex2A"
"M20346505_PC","JOL","Study1","F",6627,100,"Ex2A"
"M20348221MH","JOL","Study1","F",4991,100,"Ex2A"
"M20348221MH","JOL","Study1","F",3400,100,"Ex2A"
"M20350230JMY","JOL","Study1","F",6041,100,"Ex2A"
"M20350230JMY","JOL","Study1","F",5358,100,"Ex2A"
"M20293288GM","JOL","Study1","F",2531,100,"Ex2A"
"M20301852CE","JOL","Study1","F",2251,100,"Ex2A"
"M20324226_AG","JOL","Study1","F",4503,100,"Ex2A"
"M20338519CB","JOL","Study1","F",2673,100,"Ex2A"
"M20338998SM","JOL","Study1","F",2639,100,"Ex2A"
"M20339166AP","JOL","Study1","F",5250,100,"Ex2A"
"M20340668_JAG","JOL","Study1","F",3487,100,"Ex2A"
"M203425855","JOL","Study1","F",2789,100,"Ex2A"
"M20346478","JOL","Study1","F",2861,100,"Ex2A"
"M20346505_PC","JOL","Study1","F",2869,100,"Ex2A"
"M20348221MH","JOL","Study1","F",3797,100,"Ex2A"
"M20350230JMY","JOL","Study1","F",4845,0,"Ex2A"
"M20293288GM","JOL","Study1","F",5158,0,"Ex2A"
"M20301852CE","JOL","Study1","F",4663,100,"Ex2A"
"M20324226_AG","JOL","Study1","F",6658,100,"Ex2A"
"M20338519CB","JOL","Study1","F",4537,100,"Ex2A"
"M20338998SM","JOL","Study1","F",6815,100,"Ex2A"
"M20339166AP","JOL","Study1","F",10103,100,"Ex2A"
"M20340668_JAG","JOL","Study1","F",6371,0,"Ex2A"
"M203425855","JOL","Study1","F",2957,100,"Ex2A"
"M20346478","JOL","Study1","F",3161,100,"Ex2A"
"M20346505_PC","JOL","Study1","F",2681,100,"Ex2A"
"M20348221MH","JOL","Study1","F",5312,100,"Ex2A"
"M20350230JMY","JOL","Study1","F",3408,100,"Ex2A"
"M20293288GM","JOL","Study1","F",6018,0,"Ex2A"
"M20301852CE","JOL","Study1","F",2688,100,"Ex2A"
"M20324226_AG","JOL","Study1","F",4134,100,"Ex2A"
"M20338519CB","JOL","Study1","F",4161,0,"Ex2A"
"M20338998SM","JOL","Study1","F",4676,100,"Ex2A"
"M20339166AP","JOL","Study1","F",7042,0,"Ex2A"
"M20340668_JAG","JOL","Study1","F",3440,0,"Ex2A"
"M203425855","JOL","Study1","F",2539,0,"Ex2A"
"M20346478","JOL","Study1","F",2781,0,"Ex2A"
"M20346505_PC","JOL","Study1","F",5391,100,"Ex2A"
"M20348221MH","JOL","Study1","F",2556,100,"Ex2A"
"M20350230JMY","JOL","Study1","F",3823,0,"Ex2A"
"M20293288GM","JOL","Study1","M",2046,0,"Ex2A"
"M20301852CE","JOL","Study1","M",1638,0,"Ex2A"
"M20324226_AG","JOL","Study1","M",3196,0,"Ex2A"
"M20338519CB","JOL","Study1","M",5022,0,"Ex2A"
"M20338998SM","JOL","Study1","M",5604,100,"Ex2A"
"M20339166AP","JOL","Study1","M",15491,100,"Ex2A"
"M20340668_JAG","JOL","Study1","M",6067,0,"Ex2A"
"M203425855","JOL","Study1","M",13187,0,"Ex2A"
"M20346478","JOL","Study1","M",11698,0,"Ex2A"
"M20346505_PC","JOL","Study1","M",4021,0,"Ex2A"
"M20348221MH","JOL","Study1","M",3580,0,"Ex2A"
"M20350230JMY","JOL","Study1","M",5059,0,"Ex2A"
"M20293288GM","JOL","Study1","F",2798,0,"Ex2A"
"M20301852CE","JOL","Study1","F",4762,100,"Ex2A"
"M20324226_AG","JOL","Study1","F",3299,100,"Ex2A"
"M20338519CB","JOL","Study1","F",3892,100,"Ex2A"
"M20338998SM","JOL","Study1","F",4619,100,"Ex2A"
"M20339166AP","JOL","Study1","F",6912,100,"Ex2A"
"M20340668_JAG","JOL","Study1","F",2544,0,"Ex2A"
"M203425855","JOL","Study1","F",2184,100,"Ex2A"
"M20346478","JOL","Study1","F",4164,100,"Ex2A"
"M20346505_PC","JOL","Study1","F",2676,100,"Ex2A"
"M20348221MH","JOL","Study1","F",2800,0,"Ex2A"
"M20350230JMY","JOL","Study1","F",4090,0,"Ex2A"
"M20293288GM","JOL","Study1","U",2181,0,"Ex2A"
"M20301852CE","JOL","Study1","U",3905,0,"Ex2A"
"M20324226_AG","JOL","Study1","U",3661,0,"Ex2A"
"M20338519CB","JOL","Study1","U",4506,100,"Ex2A"
"M20338998SM","JOL","Study1","U",5268,100,"Ex2A"
"M20339166AP","JOL","Study1","U",13823,100,"Ex2A"
"M20340668_JAG","JOL","Study1","U",6809,0,"Ex2A"
"M203425855","JOL","Study1","U",4188,0,"Ex2A"
"M20346478","JOL","Study1","U",6762,100,"Ex2A"
"M20346505_PC","JOL","Study1","U",3071,0,"Ex2A"
"M20348221MH","JOL","Study1","U",19066,0,"Ex2A"
"M20350230JMY","JOL","Study1","U",2932,0,"Ex2A"
"M20293288GM","JOL","Study1","U",3171,0,"Ex2A"
"M20301852CE","JOL","Study1","U",6927,0,"Ex2A"
"M20324226_AG","JOL","Study1","U",3361,0,"Ex2A"
"M20338519CB","JOL","Study1","U",4364,0,"Ex2A"
"M20338998SM","JOL","Study1","U",8841,0,"Ex2A"
"M20339166AP","JOL","Study1","U",7177,0,"Ex2A"
"M20340668_JAG","JOL","Study1","U",5619,0,"Ex2A"
"M203425855","JOL","Study1","U",4504,0,"Ex2A"
"M20346478","JOL","Study1","U",4738,100,"Ex2A"
"M20346505_PC","JOL","Study1","U",4770,0,"Ex2A"
"M20348221MH","JOL","Study1","U",3110,0,"Ex2A"
"M20350230JMY","JOL","Study1","U",6240,0,"Ex2A"
"M20293288GM","JOL","Study1","F",2973,100,"Ex2A"
"M20301852CE","JOL","Study1","F",2256,100,"Ex2A"
"M20324226_AG","JOL","Study1","F",6123,100,"Ex2A"
"M20338519CB","JOL","Study1","F",3757,100,"Ex2A"
"M20338998SM","JOL","Study1","F",3151,100,"Ex2A"
"M20339166AP","JOL","Study1","F",7082,100,"Ex2A"
"M20340668_JAG","JOL","Study1","F",2407,100,"Ex2A"
"M203425855","JOL","Study1","F",3029,100,"Ex2A"
"M20346478","JOL","Study1","F",3620,100,"Ex2A"
"M20346505_PC","JOL","Study1","F",4762,100,"Ex2A"
"M20348221MH","JOL","Study1","F",6897,100,"Ex2A"
"M20350230JMY","JOL","Study1","F",3798,100,"Ex2A"
"M20293288GM","JOL","Study1","U",2421,0,"Ex2A"
"M20301852CE","JOL","Study1","U",8873,0,"Ex2A"
"M20324226_AG","JOL","Study1","U",6398,0,"Ex2A"
"M20338519CB","JOL","Study1","U",3794,0,"Ex2A"
"M20338998SM","JOL","Study1","U",9988,0,"Ex2A"
"M20339166AP","JOL","Study1","U",19444,100,"Ex2A"
"M20340668_JAG","JOL","Study1","U",5114,0,"Ex2A"
"M203425855","JOL","Study1","U",5243,0,"Ex2A"
"M20346478","JOL","Study1","U",7075,0,"Ex2A"
"M20346505_PC","JOL","Study1","U",3381,0,"Ex2A"
"M20348221MH","JOL","Study1","U",3988,0,"Ex2A"
"M20350230JMY","JOL","Study1","U",3341,0,"Ex2A"
"M20293288GM","JOL","Study1","U",2557,0,"Ex2A"
"M20301852CE","JOL","Study1","U",3061,0,"Ex2A"
"M20324226_AG","JOL","Study1","U",4686,100,"Ex2A"
"M20338519CB","JOL","Study1","U",5689,0,"Ex2A"
"M20338998SM","JOL","Study1","U",6018,0,"Ex2A"
"M20339166AP","JOL","Study1","U",8344,0,"Ex2A"
"M20340668_JAG","JOL","Study1","U",3961,100,"Ex2A"
"M203425855","JOL","Study1","U",6870,0,"Ex2A"
"M20346478","JOL","Study1","U",4423,100,"Ex2A"
"M20346505_PC","JOL","Study1","U",2811,0,"Ex2A"
"M20348221MH","JOL","Study1","U",8886,0,"Ex2A"
"M20350230JMY","JOL","Study1","U",4311,0,"Ex2A"
"M20293288GM","JOL","Study1","F",5284,0,"Ex2A"
"M20301852CE","JOL","Study1","F",2559,100,"Ex2A"
"M20324226_AG","JOL","Study1","F",9071,100,"Ex2A"
"M20338519CB","JOL","Study1","F",3963,100,"Ex2A"
"M20338998SM","JOL","Study1","F",3642,100,"Ex2A"
"M20339166AP","JOL","Study1","F",20945,100,"Ex2A"
"M20340668_JAG","JOL","Study1","F",2893,100,"Ex2A"
"M203425855","JOL","Study1","F",9171,100,"Ex2A"
"M20346478","JOL","Study1","F",5988,0,"Ex2A"
"M20346505_PC","JOL","Study1","F",2558,100,"Ex2A"
"M20348221MH","JOL","Study1","F",5099,100,"Ex2A"
"M20350230JMY","JOL","Study1","F",6764,100,"Ex2A"
"M20293288GM","JOL","Study1","U",5730,0,"Ex2A"
"M20301852CE","JOL","Study1","U",6592,100,"Ex2A"
"M20324226_AG","JOL","Study1","U",3214,0,"Ex2A"
"M20338519CB","JOL","Study1","U",5292,0,"Ex2A"
"M20338998SM","JOL","Study1","U",7227,100,"Ex2A"
"M20339166AP","JOL","Study1","U",30965,100,"Ex2A"
"M20340668_JAG","JOL","Study1","U",5584,100,"Ex2A"
"M203425855","JOL","Study1","U",13722,100,"Ex2A"
"M20346478","JOL","Study1","U",2838,100,"Ex2A"
"M20346505_PC","JOL","Study1","U",4784,0,"Ex2A"
"M20348221MH","JOL","Study1","U",5027,100,"Ex2A"
"M20350230JMY","JOL","Study1","U",10100,0,"Ex2A"
"M20293288GM","JOL","Study1","M",2256,0,"Ex2A"
"M20301852CE","JOL","Study1","M",15458,0,"Ex2A"
"M20324226_AG","JOL","Study1","M",3837,100,"Ex2A"
"M20338519CB","JOL","Study1","M",4815,0,"Ex2A"
