"id","Encoding_Group","Block","Direction","Response.RT","Scored","experiment"
"w10166759ML","JOL","Study2","F",3919,100,"Ex2A"
"w10167623_lck","JOL","Study2","F",3971,100,"Ex2A"
"w10169983","JOL","Study2","F",5602,100,"Ex2A"
"W10173290_ch","JOL","Study2","F",4056,100,"Ex2A"
"w10176223AP","JOL","Study2","F",7106,100,"Ex2A"
"w10179832","JOL","Study2","F",5451,100,"Ex2A"
"w10179891kl","JOL","Study2","F",3733,0,"Ex2A"
"W10185760_alm","JOL","Study2","F",8088,100,"Ex2A"
"w10188900_kap","JOL","Study2","F",3616,100,"Ex2A"
"W10193296_rd","JOL","Study2","F",2353,0,"Ex2A"
"10070047AS","JOL","Study2","F",2072,0,"Ex2A"
"10115512RM","JOL","Study2","F",2270,100,"Ex2A"
"w10099802EM","JOL","Study2","F",1618,100,"Ex2A"
"W10101811TY","JOL","Study2","F",3571,100,"Ex2A"
"w10114238","JOL","Study2","F",4966,100,"Ex2A"
"w10128052_dmj","JOL","Study2","F",4995,100,"Ex2A"
"W10140191_LT","JOL","Study2","F",4510,100,"Ex2A"
"W10162483_SMW","JOL","Study2","F",1958,100,"Ex2A"
"w10166759ML","JOL","Study2","F",2847,100,"Ex2A"
"w10167623_lck","JOL","Study2","F",1507,100,"Ex2A"
"w10169983","JOL","Study2","F",5344,100,"Ex2A"
"W10173290_ch","JOL","Study2","F",3278,100,"Ex2A"
"w10176223AP","JOL","Study2","F",8847,100,"Ex2A"
"w10179832","JOL","Study2","F",4325,100,"Ex2A"
"w10179891kl","JOL","Study2","F",3361,100,"Ex2A"
"W10185760_alm","JOL","Study2","F",4097,100,"Ex2A"
"w10188900_kap","JOL","Study2","F",3479,100,"Ex2A"
"W10193296_rd","JOL","Study2","F",1332,0,"Ex2A"
"10070047AS","JOL","Study2","U",1998,0,"Ex2A"
"10115512RM","JOL","Study2","U",3033,0,"Ex2A"
"w10099802EM","JOL","Study2","U",6559,0,"Ex2A"
"W10101811TY","JOL","Study2","U",3462,0,"Ex2A"
"w10114238","JOL","Study2","U",64881,0,"Ex2A"
"w10128052_dmj","JOL","Study2","U",4523,100,"Ex2A"
"W10140191_LT","JOL","Study2","U",5201,0,"Ex2A"
"W10162483_SMW","JOL","Study2","U",2059,0,"Ex2A"
"w10166759ML","JOL","Study2","U",3765,0,"Ex2A"
"w10167623_lck","JOL","Study2","U",1973,0,"Ex2A"
"w10169983","JOL","Study2","U",7907,0,"Ex2A"
"W10173290_ch","JOL","Study2","U",5839,0,"Ex2A"
"w10176223AP","JOL","Study2","U",8005,0,"Ex2A"
"w10179832","JOL","Study2","U",3576,0,"Ex2A"
"w10179891kl","JOL","Study2","U",4126,0,"Ex2A"
"W10185760_alm","JOL","Study2","U",8317,0,"Ex2A"
"w10188900_kap","JOL","Study2","U",3971,100,"Ex2A"
"W10193296_rd","JOL","Study2","U",3165,0,"Ex2A"
"10070047AS","JOL","Study2","F",2952,100,"Ex2A"
"10115512RM","JOL","Study2","F",5036,100,"Ex2A"
"w10099802EM","JOL","Study2","F",1787,100,"Ex2A"
"W10101811TY","JOL","Study2","F",2771,100,"Ex2A"
"w10114238","JOL","Study2","F",12097,100,"Ex2A"
"w10128052_dmj","JOL","Study2","F",2606,100,"Ex2A"
"W10140191_LT","JOL","Study2","F",2566,100,"Ex2A"
"W10162483_SMW","JOL","Study2","F",3015,100,"Ex2A"
"w10166759ML","JOL","Study2","F",3130,100,"Ex2A"
"w10167623_lck","JOL","Study2","F",3630,100,"Ex2A"
"w10169983","JOL","Study2","F",6157,100,"Ex2A"
"W10173290_ch","JOL","Study2","F",3758,100,"Ex2A"
"w10176223AP","JOL","Study2","F",6217,100,"Ex2A"
"w10179832","JOL","Study2","F",3720,100,"Ex2A"
"w10179891kl","JOL","Study2","F",4551,100,"Ex2A"
"W10185760_alm","JOL","Study2","F",7224,100,"Ex2A"
"w10188900_kap","JOL","Study2","F",4389,100,"Ex2A"
"W10193296_rd","JOL","Study2","F",921,100,"Ex2A"
"10070047AS","JOL","Study2","F",10586,100,"Ex2A"
"10115512RM","JOL","Study2","F",1672,0,"Ex2A"
"w10099802EM","JOL","Study2","F",1471,100,"Ex2A"
"W10101811TY","JOL","Study2","F",1889,100,"Ex2A"
"w10114238","JOL","Study2","F",13109,100,"Ex2A"
"w10128052_dmj","JOL","Study2","F",5111,100,"Ex2A"
"W10140191_LT","JOL","Study2","F",3673,0,"Ex2A"
"W10162483_SMW","JOL","Study2","F",2931,0,"Ex2A"
"w10166759ML","JOL","Study2","F",3249,100,"Ex2A"
"w10167623_lck","JOL","Study2","F",2751,0,"Ex2A"
"w10169983","JOL","Study2","F",4042,100,"Ex2A"
"W10173290_ch","JOL","Study2","F",3225,100,"Ex2A"
"w10176223AP","JOL","Study2","F",5148,100,"Ex2A"
"w10179832","JOL","Study2","F",6034,100,"Ex2A"
"w10179891kl","JOL","Study2","F",3871,100,"Ex2A"
"W10185760_alm","JOL","Study2","F",6700,100,"Ex2A"
"w10188900_kap","JOL","Study2","F",3477,100,"Ex2A"
"W10193296_rd","JOL","Study2","F",1096,100,"Ex2A"
"10070047AS","JOL","Study2","F",3337,0,"Ex2A"
"10115512RM","JOL","Study2","F",3542,0,"Ex2A"
"w10099802EM","JOL","Study2","F",1763,0,"Ex2A"
"W10101811TY","JOL","Study2","F",5079,100,"Ex2A"
"w10114238","JOL","Study2","F",26062,100,"Ex2A"
"w10128052_dmj","JOL","Study2","F",2812,100,"Ex2A"
"W10140191_LT","JOL","Study2","F",2503,0,"Ex2A"
"W10162483_SMW","JOL","Study2","F",2701,100,"Ex2A"
"w10166759ML","JOL","Study2","F",3875,100,"Ex2A"
"w10167623_lck","JOL","Study2","F",13420,100,"Ex2A"
"w10169983","JOL","Study2","F",5005,100,"Ex2A"
"W10173290_ch","JOL","Study2","F",4509,100,"Ex2A"
"w10176223AP","JOL","Study2","F",4747,100,"Ex2A"
"w10179832","JOL","Study2","F",3533,100,"Ex2A"
"w10179891kl","JOL","Study2","F",3545,0,"Ex2A"
"W10185760_alm","JOL","Study2","F",3383,100,"Ex2A"
"w10188900_kap","JOL","Study2","F",3312,100,"Ex2A"
"W10193296_rd","JOL","Study2","F",1105,0,"Ex2A"
"10070047AS","JOL","Study2","F",3829,100,"Ex2A"
"10115512RM","JOL","Study2","F",2256,0,"Ex2A"
"w10099802EM","JOL","Study2","F",2062,0,"Ex2A"
"W10101811TY","JOL","Study2","F",3327,100,"Ex2A"
"w10114238","JOL","Study2","F",7965,100,"Ex2A"
"w10128052_dmj","JOL","Study2","F",3380,100,"Ex2A"
"W10140191_LT","JOL","Study2","F",3824,0,"Ex2A"
"W10162483_SMW","JOL","Study2","F",5985,100,"Ex2A"
"w10166759ML","JOL","Study2","F",3010,0,"Ex2A"
"w10167623_lck","JOL","Study2","F",34245,100,"Ex2A"
"w10169983","JOL","Study2","F",3831,100,"Ex2A"
"W10173290_ch","JOL","Study2","F",4636,100,"Ex2A"
"w10176223AP","JOL","Study2","F",5601,100,"Ex2A"
"w10179832","JOL","Study2","F",2369,0,"Ex2A"
"w10179891kl","JOL","Study2","F",5166,0,"Ex2A"
"W10185760_alm","JOL","Study2","F",4959,100,"Ex2A"
"w10188900_kap","JOL","Study2","F",5387,0,"Ex2A"
"W10193296_rd","JOL","Study2","F",3658,0,"Ex2A"
"10070047AS","JOL","Study2","U",8865,0,"Ex2A"
"10115512RM","JOL","Study2","U",2281,0,"Ex2A"
"w10099802EM","JOL","Study2","U",1547,0,"Ex2A"
"W10101811TY","JOL","Study2","U",3132,0,"Ex2A"
"w10114238","JOL","Study2","U",21339,100,"Ex2A"
"w10128052_dmj","JOL","Study2","U",3833,0,"Ex2A"
"W10140191_LT","JOL","Study2","U",3415,0,"Ex2A"
"W10162483_SMW","JOL","Study2","U",3563,100,"Ex2A"
"w10166759ML","JOL","Study2","U",2382,0,"Ex2A"
"w10167623_lck","JOL","Study2","U",4667,0,"Ex2A"
"w10169983","JOL","Study2","U",6182,100,"Ex2A"
"W10173290_ch","JOL","Study2","U",3725,0,"Ex2A"
"w10176223AP","JOL","Study2","U",3347,100,"Ex2A"
"w10179832","JOL","Study2","U",2791,0,"Ex2A"
"w10179891kl","JOL","Study2","U",7229,0,"Ex2A"
"W10185760_alm","JOL","Study2","U",2732,0,"Ex2A"
"w10188900_kap","JOL","Study2","U",3002,100,"Ex2A"
"W10193296_rd","JOL","Study2","U",3665,0,"Ex2A"
"10070047AS","JOL","Study2","U",1511,0,"Ex2A"
"10115512RM","JOL","Study2","U",3347,0,"Ex2A"
"w10099802EM","JOL","Study2","U",3535,0,"Ex2A"
"W10101811TY","JOL","Study2","U",3955,0,"Ex2A"
"w10114238","JOL","Study2","U",13502,100,"Ex2A"
"w10128052_dmj","JOL","Study2","U",9446,100,"Ex2A"
"W10140191_LT","JOL","Study2","U",2625,0,"Ex2A"
"W10162483_SMW","JOL","Study2","U",3242,0,"Ex2A"
"w10166759ML","JOL","Study2","U",3837,0,"Ex2A"
"w10167623_lck","JOL","Study2","U",2368,0,"Ex2A"
"w10169983","JOL","Study2","U",4643,100,"Ex2A"
"W10173290_ch","JOL","Study2","U",3156,100,"Ex2A"
"w10176223AP","JOL","Study2","U",3513,0,"Ex2A"
"w10179832","JOL","Study2","U",3371,0,"Ex2A"
"w10179891kl","JOL","Study2","U",4471,0,"Ex2A"
"W10185760_alm","JOL","Study2","U",6703,100,"Ex2A"
"w10188900_kap","JOL","Study2","U",3784,0,"Ex2A"
"W10193296_rd","JOL","Study2","U",2235,0,"Ex2A"
"10070047AS","JOL","Study2","F",1576,100,"Ex2A"
"10115512RM","JOL","Study2","F",4318,100,"Ex2A"
"w10099802EM","JOL","Study2","F",1526,0,"Ex2A"
"W10101811TY","JOL","Study2","F",3164,100,"Ex2A"
"w10114238","JOL","Study2","F",30301,100,"Ex2A"
"w10128052_dmj","JOL","Study2","F",3484,100,"Ex2A"
"W10140191_LT","JOL","Study2","F",2352,0,"Ex2A"
"W10162483_SMW","JOL","Study2","F",3352,100,"Ex2A"
"w10166759ML","JOL","Study2","F",2922,100,"Ex2A"
"w10167623_lck","JOL","Study2","F",2628,100,"Ex2A"
"w10169983","JOL","Study2","F",3984,100,"Ex2A"
"W10173290_ch","JOL","Study2","F",6847,100,"Ex2A"
"w10176223AP","JOL","Study2","F",4073,100,"Ex2A"
"w10179832","JOL","Study2","F",4596,100,"Ex2A"
"w10179891kl","JOL","Study2","F",4364,0,"Ex2A"
"W10185760_alm","JOL","Study2","F",4074,100,"Ex2A"
"w10188900_kap","JOL","Study2","F",4536,100,"Ex2A"
"W10193296_rd","JOL","Study2","F",2411,0,"Ex2A"
"10070047AS","JOL","Study2","M",6056,100,"Ex2A"
"10115512RM","JOL","Study2","M",2432,0,"Ex2A"
"w10099802EM","JOL","Study2","M",2213,100,"Ex2A"
"W10101811TY","JOL","Study2","M",2245,100,"Ex2A"
"w10114238","JOL","Study2","M",19657,100,"Ex2A"
"w10128052_dmj","JOL","Study2","M",4143,100,"Ex2A"
"W10140191_LT","JOL","Study2","M",3748,100,"Ex2A"
"W10162483_SMW","JOL","Study2","M",2867,0,"Ex2A"
"w10166759ML","JOL","Study2","M",4904,0,"Ex2A"
"w10167623_lck","JOL","Study2","M",1932,0,"Ex2A"
"w10169983","JOL","Study2","M",16431,100,"Ex2A"
"W10173290_ch","JOL","Study2","M",2958,0,"Ex2A"
"w10176223AP","JOL","Study2","M",3451,0,"Ex2A"
"w10179832","JOL","Study2","M",3764,0,"Ex2A"
"w10179891kl","JOL","Study2","M",4544,0,"Ex2A"
"W10185760_alm","JOL","Study2","M",3922,100,"Ex2A"
"w10188900_kap","JOL","Study2","M",3337,100,"Ex2A"
"W10193296_rd","JOL","Study2","M",2242,0,"Ex2A"
"10070047AS","JOL","Study2","F",8144,100,"Ex2A"
"10115512RM","JOL","Study2","F",1287,0,"Ex2A"
"w10099802EM","JOL","Study2","F",1771,100,"Ex2A"
"W10101811TY","JOL","Study2","F",3727,100,"Ex2A"
"w10114238","JOL","Study2","F",22539,100,"Ex2A"
"w10128052_dmj","JOL","Study2","F",2893,100,"Ex2A"
"W10140191_LT","JOL","Study2","F",7410,100,"Ex2A"
"W10162483_SMW","JOL","Study2","F",3328,100,"Ex2A"
"w10166759ML","JOL","Study2","F",3514,100,"Ex2A"
"w10167623_lck","JOL","Study2","F",3688,0,"Ex2A"
"w10169983","JOL","Study2","F",5478,100,"Ex2A"
"W10173290_ch","JOL","Study2","F",3542,0,"Ex2A"
"w10176223AP","JOL","Study2","F",3441,100,"Ex2A"
"w10179832","JOL","Study2","F",3174,100,"Ex2A"
"w10179891kl","JOL","Study2","F",4172,100,"Ex2A"
"W10185760_alm","JOL","Study2","F",8406,100,"Ex2A"
"w10188900_kap","JOL","Study2","F",3392,100,"Ex2A"
"W10193296_rd","JOL","Study2","F",3792,100,"Ex2A"
"10070047AS","JOL","Study2","M",5404,0,"Ex2A"
"10115512RM","JOL","Study2","M",3772,0,"Ex2A"
"w10099802EM","JOL","Study2","M",2422,0,"Ex2A"
"W10101811TY","JOL","Study2","M",1840,0,"Ex2A"
"w10114238","JOL","Study2","M",28342,100,"Ex2A"
"w10128052_dmj","JOL","Study2","M",4953,100,"Ex2A"
"W10140191_LT","JOL","Study2","M",4273,0,"Ex2A"
"W10162483_SMW","JOL","Study2","M",2201,100,"Ex2A"
"w10166759ML","JOL","Study2","M",3658,100,"Ex2A"
"w10167623_lck","JOL","Study2","M",1995,0,"Ex2A"
"w10169983","JOL","Study2","M",5312,100,"Ex2A"
"W10173290_ch","JOL","Study2","M",3815,100,"Ex2A"
"w10176223AP","JOL","Study2","M",3384,0,"Ex2A"
"w10179832","JOL","Study2","M",3813,0,"Ex2A"
"w10179891kl","JOL","Study2","M",5911,100,"Ex2A"
"W10185760_alm","JOL","Study2","M",8618,100,"Ex2A"
"w10188900_kap","JOL","Study2","M",5024,0,"Ex2A"
"W10193296_rd","JOL","Study2","M",2063,0,"Ex2A"
"10070047AS","JOL","Study2","U",3261,0,"Ex2A"
"10115512RM","JOL","Study2","U",3241,100,"Ex2A"
"w10099802EM","JOL","Study2","U",2017,0,"Ex2A"
"W10101811TY","JOL","Study2","U",2462,0,"Ex2A"
"w10114238","JOL","Study2","U",8348,100,"Ex2A"
"w10128052_dmj","JOL","Study2","U",5414,0,"Ex2A"
"W10140191_LT","JOL","Study2","U",3123,0,"Ex2A"
"W10162483_SMW","JOL","Study2","U",2659,0,"Ex2A"
"w10166759ML","JOL","Study2","U",2008,0,"Ex2A"
"w10167623_lck","JOL","Study2","U",2885,0,"Ex2A"
"w10169983","JOL","Study2","U",4710,100,"Ex2A"
"W10173290_ch","JOL","Study2","U",5641,0,"Ex2A"
"w10176223AP","JOL","Study2","U",2784,0,"Ex2A"
"w10179832","JOL","Study2","U",6813,0,"Ex2A"
"w10179891kl","JOL","Study2","U",3115,0,"Ex2A"
"W10185760_alm","JOL","Study2","U",9325,100,"Ex2A"
"w10188900_kap","JOL","Study2","U",2895,0,"Ex2A"
"W10193296_rd","JOL","Study2","U",3018,0,"Ex2A"
"10070047AS","JOL","Study2","M",2756,0,"Ex2A"
"10115512RM","JOL","Study2","M",4335,0,"Ex2A"
"w10099802EM","JOL","Study2","M",2027,0,"Ex2A"
"W10101811TY","JOL","Study2","M",2415,0,"Ex2A"
"w10114238","JOL","Study2","M",23292,0,"Ex2A"
"w10128052_dmj","JOL","Study2","M",4178,0,"Ex2A"
"W10140191_LT","JOL","Study2","M",4985,0,"Ex2A"
"W10162483_SMW","JOL","Study2","M",2218,0,"Ex2A"
"w10166759ML","JOL","Study2","M",2246,0,"Ex2A"
"w10167623_lck","JOL","Study2","M",16815,0,"Ex2A"
"w10169983","JOL","Study2","M",7152,0,"Ex2A"
"W10173290_ch","JOL","Study2","M",4803,0,"Ex2A"
"w10176223AP","JOL","Study2","M",6760,0,"Ex2A"
"w10179832","JOL","Study2","M",3962,0,"Ex2A"
"w10179891kl","JOL","Study2","M",5133,0,"Ex2A"
"W10185760_alm","JOL","Study2","M",7008,0,"Ex2A"
"w10188900_kap","JOL","Study2","M",3317,0,"Ex2A"
"W10193296_rd","JOL","Study2","M",2264,0,"Ex2A"
"10070047AS","JOL","Study2","F",1383,100,"Ex2A"
"10115512RM","JOL","Study2","F",2406,100,"Ex2A"
"w10099802EM","JOL","Study2","F",2838,100,"Ex2A"
"W10101811TY","JOL","Study2","F",3353,100,"Ex2A"
"w10114238","JOL","Study2","F",10308,100,"Ex2A"
"w10128052_dmj","JOL","Study2","F",6411,100,"Ex2A"
"W10140191_LT","JOL","Study2","F",2912,100,"Ex2A"
"W10162483_SMW","JOL","Study2","F",2969,100,"Ex2A"
"w10166759ML","JOL","Study2","F",2879,100,"Ex2A"
"w10167623_lck","JOL","Study2","F",2607,100,"Ex2A"
"w10169983","JOL","Study2","F",4415,0,"Ex2A"
"W10173290_ch","JOL","Study2","F",4288,100,"Ex2A"
"w10176223AP","JOL","Study2","F",3558,100,"Ex2A"
"w10179832","JOL","Study2","F",7959,100,"Ex2A"
"w10179891kl","JOL","Study2","F",4402,100,"Ex2A"
"W10185760_alm","JOL","Study2","F",3266,100,"Ex2A"
"w10188900_kap","JOL","Study2","F",3381,100,"Ex2A"
"W10193296_rd","JOL","Study2","F",3659,100,"Ex2A"
"10070047AS","JOL","Study2","F",7100,0,"Ex2A"
"10115512RM","JOL","Study2","F",3469,0,"Ex2A"
"w10099802EM","JOL","Study2","F",5527,0,"Ex2A"
"W10101811TY","JOL","Study2","F",2763,100,"Ex2A"
"w10114238","JOL","Study2","F",4993,100,"Ex2A"
"w10128052_dmj","JOL","Study2","F",10227,100,"Ex2A"
"W10140191_LT","JOL","Study2","F",4486,100,"Ex2A"
"W10162483_SMW","JOL","Study2","F",2040,0,"Ex2A"
"w10166759ML","JOL","Study2","F",7934,100,"Ex2A"
"w10167623_lck","JOL","Study2","F",2989,100,"Ex2A"
"w10169983","JOL","Study2","F",4103,100,"Ex2A"
"W10173290_ch","JOL","Study2","F",3438,100,"Ex2A"
"w10176223AP","JOL","Study2","F",6925,100,"Ex2A"
"w10179832","JOL","Study2","F",3074,100,"Ex2A"
"w10179891kl","JOL","Study2","F",4828,0,"Ex2A"
"W10185760_alm","JOL","Study2","F",5699,100,"Ex2A"
"w10188900_kap","JOL","Study2","F",2926,100,"Ex2A"
"W10193296_rd","JOL","Study2","F",917,0,"Ex2A"
"10070047AS","JOL","Study2","F",4585,0,"Ex2A"
"10115512RM","JOL","Study2","F",2280,100,"Ex2A"
"w10099802EM","JOL","Study2","F",4450,100,"Ex2A"
"W10101811TY","JOL","Study2","F",2458,0,"Ex2A"
"w10114238","JOL","Study2","F",16753,100,"Ex2A"
"w10128052_dmj","JOL","Study2","F",4208,100,"Ex2A"
"W10140191_LT","JOL","Study2","F",3293,0,"Ex2A"
"W10162483_SMW","JOL","Study2","F",2735,100,"Ex2A"
"w10166759ML","JOL","Study2","F",4767,100,"Ex2A"
"w10167623_lck","JOL","Study2","F",3297,0,"Ex2A"
"w10169983","JOL","Study2","F",8196,100,"Ex2A"
"W10173290_ch","JOL","Study2","F",3813,100,"Ex2A"
"w10176223AP","JOL","Study2","F",3639,100,"Ex2A"
"w10179832","JOL","Study2","F",5091,100,"Ex2A"
"w10179891kl","JOL","Study2","F",8330,100,"Ex2A"
"W10185760_alm","JOL","Study2","F",7930,100,"Ex2A"
"w10188900_kap","JOL","Study2","F",3290,100,"Ex2A"
"W10193296_rd","JOL","Study2","F",3484,100,"Ex2A"
"10070047AS","JOL","Study2","U",3140,0,"Ex2A"
"10115512RM","JOL","Study2","U",2968,100,"Ex2A"
"w10099802EM","JOL","Study2","U",2506,0,"Ex2A"
"W10101811TY","JOL","Study2","U",1949,0,"Ex2A"
"w10114238","JOL","Study2","U",42746,100,"Ex2A"
"w10128052_dmj","JOL","Study2","U",4507,100,"Ex2A"
"W10140191_LT","JOL","Study2","U",3518,0,"Ex2A"
"W10162483_SMW","JOL","Study2","U",6861,0,"Ex2A"
"w10166759ML","JOL","Study2","U",3532,0,"Ex2A"
"w10167623_lck","JOL","Study2","U",5647,0,"Ex2A"
"w10169983","JOL","Study2","U",5442,100,"Ex2A"
"W10173290_ch","JOL","Study2","U",3114,0,"Ex2A"
"w10176223AP","JOL","Study2","U",4612,100,"Ex2A"
"w10179832","JOL","Study2","U",8608,0,"Ex2A"
"w10179891kl","JOL","Study2","U",3490,0,"Ex2A"
"W10185760_alm","JOL","Study2","U",5047,0,"Ex2A"
"w10188900_kap","JOL","Study2","U",2903,0,"Ex2A"
"W10193296_rd","JOL","Study2","U",2283,0,"Ex2A"
"10070047AS","JOL","Study2","F",2543,100,"Ex2A"
"10115512RM","JOL","Study2","F",1956,0,"Ex2A"
"w10099802EM","JOL","Study2","F",4315,100,"Ex2A"
"W10101811TY","JOL","Study2","F",4918,100,"Ex2A"
"w10114238","JOL","Study2","F",14667,100,"Ex2A"
"w10128052_dmj","JOL","Study2","F",3315,100,"Ex2A"
"W10140191_LT","JOL","Study2","F",3283,100,"Ex2A"
"W10162483_SMW","JOL","Study2","F",2832,100,"Ex2A"
"w10166759ML","JOL","Study2","F",2534,100,"Ex2A"
"w10167623_lck","JOL","Study2","F",3354,100,"Ex2A"
"w10169983","JOL","Study2","F",5216,100,"Ex2A"
"W10173290_ch","JOL","Study2","F",2949,100,"Ex2A"
"w10176223AP","JOL","Study2","F",4046,100,"Ex2A"
"w10179832","JOL","Study2","F",4985,100,"Ex2A"
"w10179891kl","JOL","Study2","F",6551,100,"Ex2A"
"W10185760_alm","JOL","Study2","F",3935,100,"Ex2A"
"w10188900_kap","JOL","Study2","F",3148,100,"Ex2A"
"W10193296_rd","JOL","Study2","F",3021,100,"Ex2A"
"10070047AS","JOL","Study2","U",1071,0,"Ex2A"
"10115512RM","JOL","Study2","U",1901,0,"Ex2A"
"w10099802EM","JOL","Study2","U",4046,0,"Ex2A"
"W10101811TY","JOL","Study2","U",5383,0,"Ex2A"
"w10114238","JOL","Study2","U",18672,100,"Ex2A"
"w10128052_dmj","JOL","Study2","U",4452,0,"Ex2A"
"W10140191_LT","JOL","Study2","U",3871,0,"Ex2A"
"W10162483_SMW","JOL","Study2","U",4091,0,"Ex2A"
"w10166759ML","JOL","Study2","U",4097,0,"Ex2A"
"w10167623_lck","JOL","Study2","U",1760,0,"Ex2A"
"w10169983","JOL","Study2","U",10326,0,"Ex2A"
"W10173290_ch","JOL","Study2","U",5526,0,"Ex2A"
"w10176223AP","JOL","Study2","U",4526,0,"Ex2A"
"w10179832","JOL","Study2","U",3095,0,"Ex2A"
"w10179891kl","JOL","Study2","U",4048,0,"Ex2A"
"W10185760_alm","JOL","Study2","U",9801,0,"Ex2A"
"w10188900_kap","JOL","Study2","U",3209,0,"Ex2A"
"W10193296_rd","JOL","Study2","U",1094,0,"Ex2A"
"10070047AS","JOL","Study2","U",3816,0,"Ex2A"
"10115512RM","JOL","Study2","U",7523,0,"Ex2A"
"w10099802EM","JOL","Study2","U",3317,100,"Ex2A"
"W10101811TY","JOL","Study2","U",2179,0,"Ex2A"
"w10114238","JOL","Study2","U",19542,100,"Ex2A"
"w10128052_dmj","JOL","Study2","U",4285,0,"Ex2A"
"W10140191_LT","JOL","Study2","U",5340,0,"Ex2A"
"W10162483_SMW","JOL","Study2","U",2630,0,"Ex2A"
"w10166759ML","JOL","Study2","U",3929,100,"Ex2A"
"w10167623_lck","JOL","Study2","U",7156,0,"Ex2A"
"w10169983","JOL","Study2","U",5711,0,"Ex2A"
"W10173290_ch","JOL","Study2","U",3433,100,"Ex2A"
"w10176223AP","JOL","Study2","U",5134,100,"Ex2A"
"w10179832","JOL","Study2","U",3965,100,"Ex2A"
"w10179891kl","JOL","Study2","U",7207,0,"Ex2A"
"W10185760_alm","JOL","Study2","U",8917,100,"Ex2A"
"w10188900_kap","JOL","Study2","U",5446,100,"Ex2A"
"W10193296_rd","JOL","Study2","U",728,0,"Ex2A"
"10070047AS","JOL","Study2","M",2286,0,"Ex2A"
"10115512RM","JOL","Study2","M",2481,100,"Ex2A"
"w10099802EM","JOL","Study2","M",1935,0,"Ex2A"
"W10101811TY","JOL","Study2","M",4465,0,"Ex2A"
"w10114238","JOL","Study2","M",81015,100,"Ex2A"
"w10128052_dmj","JOL","Study2","M",3795,0,"Ex2A"
"W10140191_LT","JOL","Study2","M",2674,0,"Ex2A"
"W10162483_SMW","JOL","Study2","M",3196,100,"Ex2A"
"w10166759ML","JOL","Study2","M",2082,0,"Ex2A"
"w10167623_lck","JOL","Study2","M",2444,0,"Ex2A"
"w10169983","JOL","Study2","M",9518,100,"Ex2A"
"W10173290_ch","JOL","Study2","M",10556,100,"Ex2A"
"w10176223AP","JOL","Study2","M",3589,0,"Ex2A"
"w10179832","JOL","Study2","M",7501,0,"Ex2A"
"w10179891kl","JOL","Study2","M",3497,0,"Ex2A"
"W10185760_alm","JOL","Study2","M",5054,100,"Ex2A"
"w10188900_kap","JOL","Study2","M",3051,100,"Ex2A"
"W10193296_rd","JOL","Study2","M",1888,0,"Ex2A"
"10070047AS","JOL","Study2","M",3100,0,"Ex2A"
"10115512RM","JOL","Study2","M",6307,0,"Ex2A"
"w10099802EM","JOL","Study2","M",5446,0,"Ex2A"
"W10101811TY","JOL","Study2","M",6106,0,"Ex2A"
"w10114238","JOL","Study2","M",27169,100,"Ex2A"
"w10128052_dmj","JOL","Study2","M",4964,0,"Ex2A"
"W10140191_LT","JOL","Study2","M",2921,0,"Ex2A"
"W10162483_SMW","JOL","Study2","M",2196,0,"Ex2A"
"w10166759ML","JOL","Study2","M",2286,100,"Ex2A"
"w10167623_lck","JOL","Study2","M",3131,0,"Ex2A"
"w10169983","JOL","Study2","M",4520,0,"Ex2A"
"W10173290_ch","JOL","Study2","M",5524,100,"Ex2A"
"w10176223AP","JOL","Study2","M",4300,0,"Ex2A"
"w10179832","JOL","Study2","M",3654,0,"Ex2A"
"w10179891kl","JOL","Study2","M",3306,0,"Ex2A"
"W10185760_alm","JOL","Study2","M",6781,100,"Ex2A"
"w10188900_kap","JOL","Study2","M",5724,100,"Ex2A"
"W10193296_rd","JOL","Study2","M",2937,0,"Ex2A"
"10070047AS","JOL","Study2","M",2643,0,"Ex2A"
"10115512RM","JOL","Study2","M",2308,0,"Ex2A"
"w10099802EM","JOL","Study2","M",3779,0,"Ex2A"
"W10101811TY","JOL","Study2","M",2890,0,"Ex2A"
"w10114238","JOL","Study2","M",20112,100,"Ex2A"
"w10128052_dmj","JOL","Study2","M",6852,100,"Ex2A"
"W10140191_LT","JOL","Study2","M",3872,100,"Ex2A"
"W10162483_SMW","JOL","Study2","M",4433,0,"Ex2A"
"w10166759ML","JOL","Study2","M",4639,0,"Ex2A"
"w10167623_lck","JOL","Study2","M",2054,0,"Ex2A"
"w10169983","JOL","Study2","M",9394,0,"Ex2A"
"W10173290_ch","JOL","Study2","M",2926,0,"Ex2A"
"w10176223AP","JOL","Study2","M",6592,0,"Ex2A"
"w10179832","JOL","Study2","M",1993,0,"Ex2A"
"w10179891kl","JOL","Study2","M",4072,0,"Ex2A"
"W10185760_alm","JOL","Study2","M",7275,0,"Ex2A"
"w10188900_kap","JOL","Study2","M",2980,0,"Ex2A"
"W10193296_rd","JOL","Study2","M",2598,0,"Ex2A"
"10070047AS","JOL","Study2","U",4600,0,"Ex2A"
"10115512RM","JOL","Study2","U",3697,0,"Ex2A"
"w10099802EM","JOL","Study2","U",1908,0,"Ex2A"
"W10101811TY","JOL","Study2","U",1787,0,"Ex2A"
"w10114238","JOL","Study2","U",30526,100,"Ex2A"
"w10128052_dmj","JOL","Study2","U",12536,0,"Ex2A"
"W10140191_LT","JOL","Study2","U",5526,0,"Ex2A"
