"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Response.JOL","Procedure.Shuffle.1"
"M20330812","marriage","finger","0.5",0,2,"JOL","wedding","Study1","M","Study Phase",3286,100,"Recall1"
"M20331863_TL","ring","finger","0.666666666666667",0,2,"JOL","wedding","Study1","M","Study Phase",2923,50,"Recall1"
"M20332017!DJ","ring","finger","0.666666666666667",0,2,"JOL","wedding","Study1","M","Study Phase",2139,80,"Recall1"
"M20333447_MHT","finger","finger","1",1,2,"JOL","wedding","Study1","M","Study Phase",5367,70,"Recall1"
"M20333764_CG","ring","finger","0.666666666666667",0,2,"JOL","wedding","Study1","M","Study Phase",15693,45,"Recall1"
"M20335355MK","finger","finger","1",1,2,"JOL","wedding","Study1","M","Study Phase",5543,34,"Recall1"
"M20336507_mmh","cake","finger","0.166666666666667",0,2,"JOL","wedding","Study1","M","Study Phase",1012,60,"Recall1"
"M20338115","finger","finger","1",1,2,"JOL","wedding","Study1","M","Study Phase",5850,56,"Recall1"
"M20342696ED","","finger","0",0,2,"JOL","wedding","Study1","M","Study Phase",4130,29,"Recall1"
"M20344322","fingee","finger","0.833333333333333",1,2,"JOL","wedding","Study1","M","Study Phase",13142,10,"Recall1"
"M2O324775JER","","finger","0",0,2,"JOL","wedding","Study1","M","Study Phase",2474,80,"Recall1"
"20319692CL","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",2715,100,"Recall1"
"M20277369_edm","word","sentence","0",0,2,"JOL","word","Study1","F","Study Phase",3675,46,"Recall1"
"M20288446A.T","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",3139,100,"Recall1"
"M20300061AA","","sentence","0",0,2,"JOL","word","Study1","F","Study Phase",2878,50,"Recall1"
"M20310057","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",6272,100,"Recall1"
"M20317488_EBS","bank","sentence","0.125",0,2,"JOL","word","Study1","F","Study Phase",4861,55,"Recall1"
"M20317869CDT","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",4277,50,"Recall1"
"M20319488_IDH","memory","sentence","0.125",0,2,"JOL","word","Study1","F","Study Phase",6263,78,"Recall1"
"M20322318","","sentence","0",0,2,"JOL","word","Study1","F","Study Phase",3178,10,"Recall1"
"M20330812","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",2637,100,"Recall1"
"M20331863_TL","sentance","sentence","0.875",1,2,"JOL","word","Study1","F","Study Phase",1516,9,"Recall1"
"M20332017!DJ","set","sentence","0.375",0,2,"JOL","word","Study1","F","Study Phase",1927,3,"Recall1"
"M20333447_MHT","","sentence","0",0,2,"JOL","word","Study1","F","Study Phase",4736,30,"Recall1"
"M20333764_CG","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",28145,25,"Recall1"
"M20335355MK","","sentence","0",0,2,"JOL","word","Study1","F","Study Phase",4691,54,"Recall1"
"M20336507_mmh","count","sentence","0.375",0,2,"JOL","word","Study1","F","Study Phase",1403,40,"Recall1"
"M20338115","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",5375,76,"Recall1"
"M20342696ED","","sentence","0",0,2,"JOL","word","Study1","F","Study Phase",4710,64,"Recall1"
"M20344322","","sentence","0",0,2,"JOL","word","Study1","F","Study Phase",8984,90,"Recall1"
"M2O324775JER","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",6513,75,"Recall1"
"20326362rlg","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",2833,40,"Recall2"
"20330829","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",9117,100,"Recall2"
"M20251217_DWR","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",1868,90,"Recall2"
"M20299691_mmc","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",3783,70,"Recall2"
"M20301524_EA","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",4879,70,"Recall2"
"M20316895KC","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",1790,70,"Recall2"
"M20317687!","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",1114,40,"Recall2"
"M20320387_egh","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",4809,78,"Recall2"
"M20320659RW","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",5188,97,"Recall2"
"M20323068","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",1762,90,"Recall2"
"M20323408_tms","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",10210,100,"Recall2"
"M20331588EH","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",4792,100,"Recall2"
"M20331829","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",1026,49,"Recall2"
"M20332352SE","love ","love","0.8",1,4,"JOL","affection","Study1","F","Study Phase2",3454,100,"Recall2"
"M20336988","","love","0",0,4,"JOL","affection","Study1","F","Study Phase2",1428,100,"Recall2"
"M20337415AM","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",5810,100,"Recall2"
"20326362rlg","ball","bounce","0.166666666666667",0,4,"JOL","bat","Study1","M","Study Phase2",2488,30,"Recall2"
"20330829","baseball","bounce","0.25",0,4,"JOL","bat","Study1","M","Study Phase2",2899,70,"Recall2"
"M20251217_DWR","","bounce","0",0,4,"JOL","bat","Study1","M","Study Phase2",2155,60,"Recall2"
"M20299691_mmc","bounce","bounce","1",1,4,"JOL","bat","Study1","M","Study Phase2",4750,50,"Recall2"
"M20301524_EA","","bounce","0",0,4,"JOL","bat","Study1","M","Study Phase2",4235,10,"Recall2"
"M20316895KC","bird","bounce","0.166666666666667",0,4,"JOL","bat","Study1","M","Study Phase2",2539,2,"Recall2"
"M20317687!","shake","bounce","0.166666666666667",0,4,"JOL","bat","Study1","M","Study Phase2",763,39,"Recall2"
"M20320387_egh","shaky","bounce","0",0,4,"JOL","bat","Study1","M","Study Phase2",2792,33,"Recall2"
"M20320659RW","bounce","bounce","1",1,4,"JOL","bat","Study1","M","Study Phase2",5266,31,"Recall2"
"M20323068","","bounce","0",0,4,"JOL","bat","Study1","M","Study Phase2",14857,30,"Recall2"
"M20323408_tms","ball","bounce","0.166666666666667",0,4,"JOL","bat","Study1","M","Study Phase2",4572,32,"Recall2"
"M20331588EH","bounce","bounce","1",1,4,"JOL","bat","Study1","M","Study Phase2",6257,20,"Recall2"
"M20331829","owl","bounce","0.166666666666667",0,4,"JOL","bat","Study1","M","Study Phase2",820,39,"Recall2"
"M20332352SE","cat","bounce","0.166666666666667",0,4,"JOL","bat","Study1","M","Study Phase2",1365,0,"Recall2"
"M20336988","","bounce","0",0,4,"JOL","bat","Study1","M","Study Phase2",1261,100,"Recall2"
"M20337415AM","bounce","bounce","1",1,4,"JOL","bat","Study1","M","Study Phase2",8389,67,"Recall2"
"20326362rlg","ball","box","0.25",0,4,"JOL","beach","Study1","M","Study Phase2",2722,30,"Recall2"
"20330829","box","box","1",1,4,"JOL","beach","Study1","M","Study Phase2",4157,100,"Recall2"
"M20251217_DWR","box","box","1",1,4,"JOL","beach","Study1","M","Study Phase2",2168,70,"Recall2"
"M20299691_mmc","box","box","1",1,4,"JOL","beach","Study1","M","Study Phase2",4734,70,"Recall2"
"M20301524_EA","box","box","1",1,4,"JOL","beach","Study1","M","Study Phase2",7145,20,"Recall2"
"M20316895KC","sand","box","0",0,4,"JOL","beach","Study1","M","Study Phase2",5395,10,"Recall2"
"M20317687!","sand","box","0",0,4,"JOL","beach","Study1","M","Study Phase2",1255,20,"Recall2"
"M20320387_egh","box","box","1",1,4,"JOL","beach","Study1","M","Study Phase2",10661,77,"Recall2"
"M20320659RW","sand","box","0",0,4,"JOL","beach","Study1","M","Study Phase2",2818,65,"Recall2"
"M20323068","sand","box","0",0,4,"JOL","beach","Study1","M","Study Phase2",3485,20,"Recall2"
"M20323408_tms","box","box","1",1,4,"JOL","beach","Study1","M","Study Phase2",9785,13,"Recall2"
"M20331588EH","box","box","1",1,4,"JOL","beach","Study1","M","Study Phase2",5010,80,"Recall2"
"M20331829","vibes","box","0.2",0,4,"JOL","beach","Study1","M","Study Phase2",948,50,"Recall2"
"M20332352SE","yes ","box","0",0,4,"JOL","beach","Study1","M","Study Phase2",2631,30,"Recall2"
"M20336988","","box","0",0,4,"JOL","beach","Study1","M","Study Phase2",1462,100,"Recall2"
"M20337415AM","","box","0",0,4,"JOL","beach","Study1","M","Study Phase2",9238,80,"Recall2"
"20326362rlg","pie","pie","1",1,4,"JOL","birthday","Study1","M","Study Phase2",2473,60,"Recall2"
"20330829","pie","pie","1",1,4,"JOL","birthday","Study1","M","Study Phase2",4697,70,"Recall2"
"M20251217_DWR","","pie","0",0,4,"JOL","birthday","Study1","M","Study Phase2",2489,80,"Recall2"
"M20299691_mmc","pie","pie","1",1,4,"JOL","birthday","Study1","M","Study Phase2",2615,40,"Recall2"
"M20301524_EA","pie","pie","1",1,4,"JOL","birthday","Study1","M","Study Phase2",3925,100,"Recall2"
"M20316895KC","cake","pie","0.25",0,4,"JOL","birthday","Study1","M","Study Phase2",2428,40,"Recall2"
"M20317687!","party","pie","0.2",0,4,"JOL","birthday","Study1","M","Study Phase2",2159,40,"Recall2"
"M20320387_egh","pie","pie","1",1,4,"JOL","birthday","Study1","M","Study Phase2",10596,79,"Recall2"
"M20320659RW","pie","pie","1",1,4,"JOL","birthday","Study1","M","Study Phase2",6335,84,"Recall2"
"M20323068","","pie","0",0,4,"JOL","birthday","Study1","M","Study Phase2",3090,20,"Recall2"
"M20323408_tms","pie","pie","1",1,4,"JOL","birthday","Study1","M","Study Phase2",12947,61,"Recall2"
"M20331588EH","pie","pie","1",1,4,"JOL","birthday","Study1","M","Study Phase2",8619,40,"Recall2"
"M20331829","year","pie","0.25",0,4,"JOL","birthday","Study1","M","Study Phase2",2802,48,"Recall2"
"M20332352SE","me ","pie","0.333333333333333",0,4,"JOL","birthday","Study1","M","Study Phase2",2949,50,"Recall2"
"M20336988","","pie","0",0,4,"JOL","birthday","Study1","M","Study Phase2",1059,100,"Recall2"
"M20337415AM","pie","pie","1",1,4,"JOL","birthday","Study1","M","Study Phase2",13031,98,"Recall2"
"20326362rlg","pie","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",2811,20,"Recall2"
"20330829","hand","hand","1",1,4,"JOL","cake","Study1","U","Study Phase2",4066,100,"Recall2"
"M20251217_DWR","hand","hand","1",1,4,"JOL","cake","Study1","U","Study Phase2",2392,60,"Recall2"
"M20299691_mmc","hand","hand","1",1,4,"JOL","cake","Study1","U","Study Phase2",3668,50,"Recall2"
"M20301524_EA","","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",4867,0,"Recall2"
"M20316895KC","fingers","hand","0.142857142857143",0,4,"JOL","cake","Study1","U","Study Phase2",3102,10,"Recall2"
"M20317687!","sugar ","hand","0.166666666666667",0,4,"JOL","cake","Study1","U","Study Phase2",1186,40,"Recall2"
"M20320387_egh","hard","hand","0.75",1,4,"JOL","cake","Study1","U","Study Phase2",10990,64,"Recall2"
"M20320659RW","clean","hand","0.4",0,4,"JOL","cake","Study1","U","Study Phase2",9019,3,"Recall2"
"M20323068","cupcake","hand","0.142857142857143",0,4,"JOL","cake","Study1","U","Study Phase2",21223,5,"Recall2"
"M20323408_tms","hand","hand","1",1,4,"JOL","cake","Study1","U","Study Phase2",5518,47,"Recall2"
"M20331588EH","hand","hand","1",1,4,"JOL","cake","Study1","U","Study Phase2",6192,20,"Recall2"
"M20331829","sweet","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",3601,8,"Recall2"
"M20332352SE","sweet ","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",1863,0,"Recall2"
"M20336988","","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",1147,100,"Recall2"
"M20337415AM","cut","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",12094,70,"Recall2"
"20326362rlg","floor","carpet","0.166666666666667",0,4,"JOL","ceiling","Study1","M","Study Phase2",3697,30,"Recall2"
"20330829","carpet","carpet","1",1,4,"JOL","ceiling","Study1","M","Study Phase2",3686,100,"Recall2"
"M20251217_DWR","floor","carpet","0.166666666666667",0,4,"JOL","ceiling","Study1","M","Study Phase2",1784,90,"Recall2"
"M20299691_mmc","carpey","carpet","0.833333333333333",1,4,"JOL","ceiling","Study1","M","Study Phase2",4047,30,"Recall2"
"M20301524_EA","carpet","carpet","1",1,4,"JOL","ceiling","Study1","M","Study Phase2",5259,60,"Recall2"
"M20316895KC","carpet","carpet","1",1,4,"JOL","ceiling","Study1","M","Study Phase2",7370,30,"Recall2"
"M20317687!","carpet","carpet","1",1,4,"JOL","ceiling","Study1","M","Study Phase2",2245,50,"Recall2"
"M20320387_egh","flor","carpet","0.166666666666667",0,4,"JOL","ceiling","Study1","M","Study Phase2",21971,47,"Recall2"
"M20320659RW","carpet","carpet","1",1,4,"JOL","ceiling","Study1","M","Study Phase2",7500,82,"Recall2"
"M20323068","floor","carpet","0.166666666666667",0,4,"JOL","ceiling","Study1","M","Study Phase2",23028,50,"Recall2"
"M20323408_tms","carpet","carpet","1",1,4,"JOL","ceiling","Study1","M","Study Phase2",23207,36,"Recall2"
"M20331588EH","rug","carpet","0.166666666666667",0,4,"JOL","ceiling","Study1","M","Study Phase2",8081,90,"Recall2"
"M20331829","fan","carpet","0.166666666666667",0,4,"JOL","ceiling","Study1","M","Study Phase2",1230,9,"Recall2"
"M20332352SE","floor","carpet","0.166666666666667",0,4,"JOL","ceiling","Study1","M","Study Phase2",2604,0,"Recall2"
"M20336988","","carpet","0",0,4,"JOL","ceiling","Study1","M","Study Phase2",1536,100,"Recall2"
"M20337415AM","carpet","carpet","1",1,4,"JOL","ceiling","Study1","M","Study Phase2",19844,77,"Recall2"
"20326362rlg","dance","dance","1",1,4,"JOL","circle","Study1","M","Study Phase2",2024,30,"Recall2"
"20330829","dance","dance","1",1,4,"JOL","circle","Study1","M","Study Phase2",4668,100,"Recall2"
"M20251217_DWR","dance","dance","1",1,4,"JOL","circle","Study1","M","Study Phase2",2581,50,"Recall2"
"M20299691_mmc","dance","dance","1",1,4,"JOL","circle","Study1","M","Study Phase2",2504,40,"Recall2"
"M20301524_EA","dance","dance","1",1,4,"JOL","circle","Study1","M","Study Phase2",5043,0,"Recall2"
"M20316895KC","corners ","dance","0.375",0,4,"JOL","circle","Study1","M","Study Phase2",28288,20,"Recall2"
"M20317687!","round","dance","0.4",0,4,"JOL","circle","Study1","M","Study Phase2",1485,40,"Recall2"
"M20320387_egh","","dance","0",0,4,"JOL","circle","Study1","M","Study Phase2",3219,52,"Recall2"
"M20320659RW","circus","dance","0.166666666666667",0,4,"JOL","circle","Study1","M","Study Phase2",4254,51,"Recall2"
"M20323068","","dance","0",0,4,"JOL","circle","Study1","M","Study Phase2",2717,20,"Recall2"
"M20323408_tms","dance","dance","1",1,4,"JOL","circle","Study1","M","Study Phase2",16397,41,"Recall2"
"M20331588EH","dance","dance","1",1,4,"JOL","circle","Study1","M","Study Phase2",11154,10,"Recall2"
"M20331829","line","dance","0.4",0,4,"JOL","circle","Study1","M","Study Phase2",791,37,"Recall2"
"M20332352SE","of life ","dance","0.125",0,4,"JOL","circle","Study1","M","Study Phase2",1292,20,"Recall2"
"M20336988","","dance","0",0,4,"JOL","circle","Study1","M","Study Phase2",1502,100,"Recall2"
"M20337415AM","","dance","0",0,4,"JOL","circle","Study1","M","Study Phase2",12939,60,"Recall2"
"20326362rlg","pop","election","0.125",0,4,"JOL","crackle","Study1","U","Study Phase2",2413,30,"Recall2"
"20330829","election","election","1",1,4,"JOL","crackle","Study1","U","Study Phase2",8600,70,"Recall2"
"M20251217_DWR","riddle","election","0.375",0,4,"JOL","crackle","Study1","U","Study Phase2",3224,50,"Recall2"
"M20299691_mmc","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",2661,80,"Recall2"
"M20301524_EA","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",6874,0,"Recall2"
"M20316895KC","pop","election","0.125",0,4,"JOL","crackle","Study1","U","Study Phase2",3374,20,"Recall2"
"M20317687!","pop","election","0.125",0,4,"JOL","crackle","Study1","U","Study Phase2",1138,10,"Recall2"
"M20320387_egh","pop","election","0.125",0,4,"JOL","crackle","Study1","U","Study Phase2",3363,22,"Recall2"
"M20320659RW","election","election","1",1,4,"JOL","crackle","Study1","U","Study Phase2",8978,36,"Recall2"
"M20323068","pop","election","0.125",0,4,"JOL","crackle","Study1","U","Study Phase2",24361,20,"Recall2"
"M20323408_tms","election","election","1",1,4,"JOL","crackle","Study1","U","Study Phase2",11679,2,"Recall2"
"M20331588EH","election ","election","0.888888888888889",1,4,"JOL","crackle","Study1","U","Study Phase2",17162,10,"Recall2"
"M20331829","joke","election","0.25",0,4,"JOL","crackle","Study1","U","Study Phase2",889,38,"Recall2"
"M20332352SE","pop","election","0.125",0,4,"JOL","crackle","Study1","U","Study Phase2",2068,0,"Recall2"
"M20336988","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",953,100,"Recall2"
"M20337415AM","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",9831,50,"Recall2"
"20326362rlg","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",2428,50,"Recall2"
"20330829","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",5558,100,"Recall2"
"M20251217_DWR","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",2137,100,"Recall2"
"M20299691_mmc","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",6045,70,"Recall2"
"M20301524_EA","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",3627,100,"Recall2"
"M20316895KC","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",2796,90,"Recall2"
"M20317687!","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",2219,30,"Recall2"
"M20320387_egh","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",8593,100,"Recall2"
"M20320659RW","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",3767,99,"Recall2"
"M20323068","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",3226,99,"Recall2"
"M20323408_tms","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",4699,100,"Recall2"
"M20331588EH","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",4721,100,"Recall2"
"M20331829","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",882,49,"Recall2"
"M20332352SE","card ","card","0.8",1,4,"JOL","credit","Study1","F","Study Phase2",1902,100,"Recall2"
"M20336988","","card","0",0,4,"JOL","credit","Study1","F","Study Phase2",1289,100,"Recall2"
"M20337415AM","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",8306,90,"Recall2"
"20326362rlg","baby","bottle","0.166666666666667",0,4,"JOL","cry","Study1","M","Study Phase2",2754,50,"Recall2"
"20330829","bottle","bottle","1",1,4,"JOL","cry","Study1","M","Study Phase2",3960,100,"Recall2"
"M20251217_DWR","","bottle","0",0,4,"JOL","cry","Study1","M","Study Phase2",1974,80,"Recall2"
"M20299691_mmc","bottle","bottle","1",1,4,"JOL","cry","Study1","M","Study Phase2",4638,50,"Recall2"
"M20301524_EA","bottle","bottle","1",1,4,"JOL","cry","Study1","M","Study Phase2",4603,100,"Recall2"
"M20316895KC","bottle","bottle","1",1,4,"JOL","cry","Study1","M","Study Phase2",2549,10,"Recall2"
"M20317687!","tried","bottle","0.333333333333333",0,4,"JOL","cry","Study1","M","Study Phase2",1532,50,"Recall2"
"M20320387_egh","sad","bottle","0",0,4,"JOL","cry","Study1","M","Study Phase2",3737,74,"Recall2"
"M20320659RW","wail","bottle","0.166666666666667",0,4,"JOL","cry","Study1","M","Study Phase2",5909,49,"Recall2"
"M20323068","sad","bottle","0",0,4,"JOL","cry","Study1","M","Study Phase2",10079,50,"Recall2"
"M20323408_tms","bottle","bottle","1",1,4,"JOL","cry","Study1","M","Study Phase2",9941,67,"Recall2"
"M20331588EH","bottle","bottle","1",1,4,"JOL","cry","Study1","M","Study Phase2",5157,30,"Recall2"
"M20331829","baby","bottle","0.166666666666667",0,4,"JOL","cry","Study1","M","Study Phase2",809,82,"Recall2"
"M20332352SE","sad ","bottle","0",0,4,"JOL","cry","Study1","M","Study Phase2",2784,100,"Recall2"
"M20336988","","bottle","0",0,4,"JOL","cry","Study1","M","Study Phase2",1699,100,"Recall2"
"M20337415AM","battle","bottle","0.833333333333333",1,4,"JOL","cry","Study1","M","Study Phase2",9164,50,"Recall2"
"20326362rlg","night","dark","0",0,4,"JOL","day","Study1","M","Study Phase2",2714,70,"Recall2"
"20330829","dark","dark","1",1,4,"JOL","day","Study1","M","Study Phase2",5992,100,"Recall2"
"M20251217_DWR","","dark","0",0,4,"JOL","day","Study1","M","Study Phase2",3076,80,"Recall2"
"M20299691_mmc","weaks","dark","0.4",0,4,"JOL","day","Study1","M","Study Phase2",6006,60,"Recall2"
